order_id,customer_id,customer_unique_id,customer_state,order_status,order_purchase_timestamp,total_items,total_item_price,total_freight,avg_payment_record_value,avg_review_score
000c3e6612759851cc3cbb4b83257986,3773bcf1a6fbd29233ea1c1b573c4f22,f5f088001070650f9e9a8cd773621f35,sp,delivered,2017-08-12 10:08:57,1,99.0,13.71,112.71,5.0
000e562887b1f2006d75e0be9558292e,2b01d668726fb0b751c55918c0437b7b,b2c72d1e9f6430603b8337d8f1394a99,sp,delivered,2018-02-22 11:54:42,1,25.0,16.11,41.11,3.0
000e63d38ae8c00bbcb5a30573b99628,98884e672c5ba85f4394f2044e1a3eab,860fc00d3154ce2346c43ebe47b9b6ce,sp,delivered,2018-03-23 19:48:26,1,47.9,8.88,56.78,3.0
000e906b789b55f64edcb1f84030f90d,6a3b2fc9f270df258605e22bef19fd88,3588484a539617d91500764822230fb6,sp,delivered,2017-11-21 18:54:23,1,21.99,11.85,33.84,3.0
000f25f4d72195062c040b12dce9a18a,86ade8ebc14f18dd6c3ea75bd0eb7534,1a6cbc34ea404cb0af7ed74df0999354,rj,delivered,2018-03-07 10:33:13,1,119.99,44.4,164.39,4.0
001021efaa8636c29475e7734483457d,2dfbf74859104caf100df3720a1d833d,2193383c470dc9cec894ce78afd0ebd6,pr,delivered,2018-02-27 09:27:14,1,49.0,15.1,64.1,4.0
0010b2e5201cc5f1ae7e9c6cc8f5bd00,57ef317d4818cb42680fc9dfd13867ce,e883f26917e2095c439f70c2cf8c914b,rj,delivered,2017-09-11 17:39:33,1,48.9,16.6,65.5,5.0
0010dedd556712d7bb69a19cb7bbd37a,3a92efdb6e6163dc1734d44f2f5f6d04,a77550dd00887c5bb24100ccbd08cbe9,sp,unavailable,2017-10-21 19:32:06,0,,,111.12,1.0
00119ff934e539cf26f92b9ef0cdfed8,7dd2e283f47deac853cf70f3b63c8d86,13df7b623839b4edc579ee40279d57c8,rj,delivered,2017-08-06 00:42:49,1,219.9,16.98,236.88,5.0
0011d82c4b53e22e84023405fb467e57,2013d892495e1a101d742d533d2d1119,02daaa0e021d624d1784c4ea5cc84ace,sp,delivered,2018-01-16 21:43:23,1,289.0,26.33,315.33,4.0
00125cb692d04887809806618a2a145f,8afb90a97ee661103014329b1bcea1a2,7ac26eac431c6848694a2de6f0327524,go,delivered,2017-03-23 12:21:17,1,109.9,25.51,135.41,5.0
00130c0eee84a3d909e75bc08c5c3ca1,47d656c08a282ec5ab4c1f18303a3a30,b5910f24d2483d697b37e3857b621061,sp,delivered,2018-06-11 21:17:00,1,27.9,7.94,35.84,5.0
0013503b13da1eac686219390b7d641b,f7277fce45fad3165379c15cacf5ddbe,1544f85dff3797491b60f2a5241d14c1,sp,delivered,2017-12-05 23:40:59,1,119.9,17.32,137.22,5.0
00137e170939bba5a3134e2386413108,7b63cba66b8e6d002e94d0990c1e2868,38c3bc2d6df03905e3e8d3d5b079acf4,rj,delivered,2017-11-24 16:50:38,1,397.0,24.65,421.65,4.0
001427c0ec99cf8af737bd88e92fd444,eab9c552374be06ed15923016dc9e588,2ada69d1c5528233e3d9aa3f1d8da1b1,mg,delivered,2018-04-07 18:51:22,1,59.9,23.35,83.25,2.0
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,bb8a37225e0279ac8a274c9765617eaf,go,delivered,2017-10-16 15:29:43,3,63.99,45.3,109.29,
0014ae671de39511f7575066200733b7,41065d9dcea52218c3943d2eed072b97,8e5a8d9363eb6296154b65750c8702ca,pr,delivered,2017-05-22 13:49:03,1,16.5,14.1,30.6,5.0
0015ebb40fb17286bea51d4607c4733c,da43a556bf5c36a1104c473cff77de6c,2e0daa38f7fd081ddcda32d972e5ec50,pr,delivered,2018-01-14 09:01:36,1,21.9,15.1,37.0,5.0
00169e31ef4b29deaae414f9a5e95929,efb3830adb68fb8a89c948774388ec28,577edb526f98771b20d6db4a51d79423,rj,delivered,2018-01-16 09:26:39,1,39.0,16.11,55.11,1.0
0016dfedd97fc2950e388d2971d718c7,2c8b917c5d7dd720ebe36a5ed3b501ec,33febb33a42a35f5826a22584b127f9d,ba,delivered,2017-04-28 19:54:40,1,99.5,41.6,35.28,5.0
0017afd5076e074a48f1f1a4c7bac9c5,8085a9af46f619bc25966f151a362b0d,98758d88bf4b8eef1372ddee45d63178,al,delivered,2017-04-06 22:16:10,1,809.1,44.29,853.39,1.0
001862358bf858722e1e2ae000cfed8b,2cf869dd40c98f29686f636d83545cce,eb2568a7ba9b2ca9bf1f818a8dea82ce,sp,delivered,2018-02-06 19:11:57,1,99.99,13.72,113.71,5.0
0019c29108428acffd089c36103c9440,5f6bbac628ae418db4e0f92932f899c1,d02e64b28b7c386aab81bb6ce148799a,mg,delivered,2018-03-06 06:40:28,1,59.9,19.95,79.85,5.0
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,d1f24d1d504e27bee13b415e40daeab0,ba,delivered,2017-12-27 00:38:47,3,74.67,52.89,127.56,4.0
001ac194d4a326a6fa99b581e9a3d963,f4f17ada91ef010cbde3892ae54e625f,3d01f9412759a6a68f249b76eca0de78,sp,delivered,2018-07-04 11:39:11,1,54.0,8.54,62.54,5.0
001b76dd48a5b1eee3e87778daa40df8,a62843b08086d1629415a203a7fd419d,b32ff8caad5902c55fa167e7dc77cc69,sp,delivered,2018-03-26 17:42:53,1,81.99,13.01,95.0,5.0
001c85b5f68d2be0cb0797afc9e8ce9a,48ed31e735f1c420ed6ca3637b7c744d,55a269f324455e78349e7b9b7e7e5911,sp,delivered,2017-11-24 19:19:18,1,99.0,13.71,112.71,2.0
001d8f0e34a38c37f7dba2a37d4eba8b,d987da9fb4086ab7c2c0f83963cd6722,870a0bdc769f9a7870309036740e79ea,sp,delivered,2017-05-14 17:19:44,2,37.98,15.56,53.54,1.0
001daeb0eddc45b999bad0801ad9d273,3ba02060e681d361d603d5f7ef0a730b,dc5aa19797b8fb7a4929ad109fb25553,ba,delivered,2017-05-17 23:19:34,1,38.33,16.79,55.12,5.0
001dbc16dc51075e987543d23a0507c7,698a74f33469466fa4172e829505d1c6,c6f624cf0e9908fe310d59a80350bea0,mg,delivered,2017-01-28 13:17:57,1,69.9,18.0,87.9,5.0
001e7ba991be1b19605ca0316e7130f9,b6a1445ee505f3a95c827e7a5188ad02,100bf2da12cc1fd1b556507aa87bf3a1,ms,delivered,2017-03-18 11:47:37,1,195.0,18.21,213.21,5.0
001e7cf2ad6bef3ade12ebc56ceaf0f3,d1684ed69f8fd574b7c344de923f379a,43860f86362fea12550bfa19ef73015f,mg,delivered,2018-05-19 10:29:23,1,35.9,15.2,51.1,1.0
0020262c8a370bd5a174ea6a2a267321,9ec353f970bdf785f6568724d9ea19aa,484689f7961df6e755f6373221aff64d,pr,delivered,2017-11-28 09:32:49,1,79.5,21.05,100.55,4.0
0020a222f55eb79a372d0efee3cca688,0c45155afd8ff99622c40824057f9b34,87ae4c644c15d9c6b6f826dfec33b340,rj,delivered,2017-08-15 02:45:18,1,29.99,15.1,45.09,5.0
002175704e8b209f61b9ad5cfd92b60e,a562db3c7cb9a68947debd30879b491e,e7d41c19da317af0612170197303d5a9,sp,delivered,2018-04-22 12:13:25,1,109.9,13.21,123.11,4.0
00229e4e43f7a7e0b9dd819ad43268d3,655418b3cc52d17ccb5b4330a7f03197,12d280dc9e8bf7888a3d2a8a8ae74f8d,sp,delivered,2018-03-31 16:41:54,1,74.9,16.49,91.39,5.0
0025081dcf9330f9a5052ae82c6ce396,7e6fefa11d6a2c832593264f69df9de3,d4c0c343658dec14b2197594314c2cc3,mg,delivered,2018-03-27 16:25:35,1,14.95,18.23,33.18,5.0
00254baeb6c932b0a8aeead91fbd02b5,ce0421a97232c2a1194cdb66cd3ebb9d,f99edeaa8a00f9866fd8fce5a0b83d4f,ce,delivered,2018-05-08 21:45:54,1,149.9,43.11,193.01,5.0
00259a44fcad3fc0474329e925d14fc3,7715f80f77f2ebf4583f97a0a6a7548b,8a04e75a04c11b76156ef03b8ea45a18,mg,delivered,2017-12-27 17:52:11,1,19.99,14.1,34.09,4.0
0025c5d1a8ca53a240ec2634bb4492ea,2430ad4b1b6efb56cf3050b5d3cf5e54,fa78b26c2fa23b2ebda98c2926305c1d,ce,delivered,2018-07-08 09:17:59,1,390.0,29.39,419.39,5.0
002611a77fe03d076285fd4ca95db77c,2b6cb6a4852a866c3b71dcbc7c5a2fce,c01bed915357c68393943dd8b7a51655,df,delivered,2018-02-27 17:46:23,1,135.0,21.75,156.75,4.0
002691433f09002ac9ca0c4e8dbb8ead,630b8c2f4134e83812d827e8006caa85,f77be85d218371e1afd9685f7ae828b2,rs,delivered,2017-02-02 21:18:03,1,104.0,16.43,120.43,5.0
0026a368634b6e6f34f33b1499773a30,66b8528f2144c6cf919795323c4d43fb,2ecb0fc377050ca3b001d3a199e951ec,sp,delivered,2017-10-27 21:10:26,1,149.0,15.8,164.8,4.0
00275bce676303c3bfd7292aefdfa223,a12427487c970a4a75dbeb5884f126a8,c5e94cf711798a7bdde48952d2b3ee28,sp,delivered,2017-11-24 23:10:30,1,279.9,13.46,293.36,5.0
00276d5c3491fbf55305e26891040df9,54686c41e86854e35879efbd1c2cab1b,af11903c9def1d99643292e8d695b212,pr,delivered,2018-02-13 11:47:21,1,44.9,23.22,68.12,4.0
002834535f7a609a5c68266f173fa59e,89a6b1bfbe1b366503995b8df4c49450,457626c51309d814c33966c88a161545,pe,delivered,2018-07-23 17:26:00,1,37.99,19.18,57.17,5.0
0028de0ca693a1bb26448916a81105cc,4b4773853bbbc435ddddd51bd6c6a002,f94d7c267f1bb6956a0c6c6fef65da8b,rs,delivered,2018-08-15 14:59:36,1,29.99,15.31,45.3,4.0
002955b0acc63d04f6724a31967e82bd,accb4b4ad075d07a833eacca116071c7,f139f07dd192b4c3a1b21082a9c632a2,mg,delivered,2017-12-18 13:43:54,1,120.0,15.59,135.59,5.0
0029c5db35ef291ce99d1262012e7daa,2f08bf21468eccdf69598582d4b89fb5,b31e69e978d97f380d52102ac379fd7e,sp,delivered,2018-08-25 00:09:40,1,492.75,21.62,514.37,4.0
0029f17cf0e7640c5cb6825af681303f,687223424c00a708c168301ebb8d16ef,83e1722d7fa45e1393a1226cd68c46b1,pr,delivered,2018-05-02 11:59:06,1,94.9,18.54,113.44,5.0
002af7fa9eb99d1456bceb6a13d6fc0b,bacf5021c97183a2a3946dff31e56098,cb56f37beb68b1e2557f4ce00879d21c,sc,delivered,2018-02-18 18:46:28,1,88.34,21.11,109.45,4.0
002b430ff89b3a24c31a1170acbbedea,8d69dbf0f4dcb6c90367e0877ae94732,b1f8d8ebab0d8174f573bb6797ba8240,mg,delivered,2017-06-20 21:55:21,1,199.99,65.56,265.55,5.0
002b4e6fa42cd4a22cc86abc18fe9c05,a5fd6dd86d703cedc9ab6be3dba12816,248d18ee4a4b0977fd21ef3273eb4352,sp,delivered,2018-03-11 10:24:44,1,99.9,19.67,119.57,5.0
002c9def9c9b951b1bec6d50753c9891,06cf02bf583b05fd91bc8eec0f1b4c3f,6bcc1cd0c7f8bffa6f67a6a1fbef5782,sp,delivered,2018-05-14 16:57:47,2,156.0,17.8,173.8,4.0
002d040018d12a3853c059f7f23ab5b1,d7a77284d0a56f6b1ecb8c344b60d3e4,125afe43321f838bed64b7e0ecfddba4,pr,delivered,2017-11-19 19:16:07,1,155.0,14.84,169.84,3.0
002f16b7bc4530031b7d90f791b12d8a,1eeffe21744883fbf61fbf138dbb8eee,eb859d4b5ab54b643d2c0cedaca0c9fb,sp,delivered,2018-07-02 16:51:47,1,249.9,34.23,284.13,5.0
002f19a65a2ddd70a090297872e6d64e,7fa80efb1ef15ca4104627910c29791c,205d5aa158338f2b733a07326aae8c87,ba,shipped,2018-03-21 13:05:30,1,107.96,46.62,38.64,3.0
002f98c0f7efd42638ed6100ca699b42,75fd1fb0bb511fc71ac2b2649c02b21b,2e875ea57961ad115cec13fef0920ae6,rs,delivered,2017-08-04 09:19:10,2,53.89,39.73,93.62,5.0
0030d783f979fbc5981e75613b057344,84ddc138522822dfb51b603c2f466a18,199888480790cc4f6135f3a3e11af83e,rj,delivered,2017-11-24 20:03:02,1,60.6,17.67,78.27,1.0
0030ff924c38549807645976adeef2c0,c46e1af5a15417246a9c5e81ac964358,da9fe686eb368251f74be6cf68c13678,mg,delivered,2018-03-25 16:52:27,1,225.0,67.24,292.24,5.0
00310b0c75bb13015ec4d82d341865a4,0dad07848c618cc5a4679a1bfe1db8d2,ec979208947bbba310f2ad8e50963725,mg,canceled,2018-08-15 14:29:08,1,39.9,15.38,55.28,1.0
00324b3eda39ba5ecce3945823e3594c,cbde8134b8a718381d08167dfc58ec8c,137b3b977306da3cbeb1b552378f08e2,pr,delivered,2018-04-10 01:14:18,1,76.0,34.07,110.07,5.0
0032d07457ae9c806c79368d7d9ce96b,d356c20816dc75a309628b5c17d89468,98e71752819916789567071c52c4239e,rj,delivered,2018-03-10 18:53:06,1,159.0,27.19,186.19,1.0
003324c70b19a16798817b2b3640e721,43696894b5bf8fbe1a40b2148ea505a0,fbe6316a06058c651539cbf59ec5a0ef,mg,delivered,2017-05-18 19:04:48,2,205.8,28.9,234.7,1.0
00335b686d693c7d72deeb12f8e89227,d96e5c4400413a11fa8c9fd54be4a20b,22b12c9c5bc6ba994b2423d87d3bb88a,es,delivered,2017-07-17 21:25:23,1,63.9,16.89,80.79,
00335f75ea6a4455b524a8dd177067f5,32b84239e3f3904ac162d832454770c7,a666bec8af192f2238a0b719a7063a00,rj,delivered,2018-04-25 21:47:26,1,168.8,8.21,177.01,5.0
00337fe25a3780b3424d9ad7c5a4b35e,4b1b5c848616a4b5fa9d76cb1d12067b,3c857a6f7828bfb70fb712e2393cfd1b,sp,delivered,2017-09-25 17:39:29,2,119.8,19.88,139.68,5.0
003423b755b562962a6225a8de40d12e,18f1bb6325d50619d5c13b7a25b869fd,7e765e16bdd8cf6bb0dc7728e1294636,ba,delivered,2018-07-08 11:28:17,1,232.75,28.58,261.33,3.0
00345f338696283410b7977d2e3efc89,3f9d223f86d2f243dd5a85fdc286c62a,93b592cbb89abbda7dc554c39add344e,sp,delivered,2018-08-20 11:06:46,1,48.9,18.44,67.34,5.0
0035246a40f520710769010f752e7507,4bcf2ad7ccc061c13ff360aae5b7abcd,d56ded4569dd9821b2f83710a56afbde,sp,delivered,2017-08-17 00:57:23,1,174.0,24.22,99.11,5.0
0035c0b07126fe9c24a325216fb96064,c8c4991d84dbfef1f61c6152486db6d4,9392534851a5f1f12396b5f897f9f2ad,sp,delivered,2017-11-24 01:08:37,1,131.9,18.54,150.44,4.0
0035e6b7ade84b3f5b86bd49814793df,3a0cc7c9af6abf8868dad5a1de4a16e1,fdfa1cc68f121149d8fcc27ee96e134c,sp,delivered,2018-02-21 02:46:23,1,19.9,14.1,34.0,5.0
0036757472ece3dde52fd4bfd929c90e,ea477083e770db0655938e79149f8c24,be03685420bb977861dda08f4b4088b3,sp,delivered,2018-07-19 14:58:59,1,136.99,66.04,203.03,2.0
0036887767dea4bd43b1a88cd0d9477a,43bb6f9650ab2a7e6ef1c93168c4cfcf,6d151e185615942c0bc8cd9373471ad1,mg,delivered,2017-10-13 00:04:49,1,399.99,23.64,423.63,5.0
00378c6c981f234634c0b9d6128df6dd,f3476df115c5d26bdb6bfb71b5fb66af,cd2fd2a38f5903eb2a7377b548e0bfdd,sp,delivered,2018-02-02 19:39:46,1,41.0,11.85,52.85,4.0
003822434f91204da0a51fe4cf2aba18,327679cc34d41d4c48ee5e55246aa6d6,250b38e3586d512ece3671470c5d5f6d,rj,delivered,2018-06-13 14:10:54,2,138.0,37.16,175.16,5.0
0039500db36d50d7d0bfaf23723550f3,90bd9911aed064dfc625750fbd83ebca,77971c2442b1adbbe0448409df2ea56a,al,delivered,2018-07-06 10:37:32,1,169.9,33.33,203.23,5.0
003a7f59d7e08a9c61d9e2881fe6459c,f7838e5eeb3271df42376952e651e403,3725c5b8c1cf5ee69158f66922a862c4,df,delivered,2018-08-19 12:51:50,1,119.0,15.28,134.28,5.0
003a94f778ef8cfd50247c8c1b582257,da108bc410acffb1400cf9caea65a332,ffec490ab531184a483efe2eedd68908,ms,delivered,2018-08-03 14:52:31,1,39.9,18.08,57.98,1.0
003cc6161d7a2593f2525cce0c330d32,7d9802889236ab8fc541bfb438978cd7,0c35f915ac95c942a535a99bc22524a8,sp,delivered,2018-08-03 19:33:35,1,85.0,12.9,97.9,5.0
003d0634280ff3d1d3a54459349a6899,cca819156e50623e9d3762ebeee308dc,2fe9477037604b2d6f60ffc998eb0812,sp,delivered,2018-03-17 17:50:30,1,220.0,8.89,228.89,3.0
003d804eef0e1b856881cd18e0cc0d4c,1c1bfb2cd4aa789067295941c42120ff,3f7fe16073dbdd44c23f327bab3def2c,ma,delivered,2017-11-17 19:43:10,1,277.0,35.74,312.74,4.0
003d9fc84ad902adf2265248b5ffe1a4,8c66482ec333eae596c93a9131981a9a,f26b89209f5378f95d8e664073b76419,sp,delivered,2018-08-19 19:43:01,1,66.99,27.75,94.74,4.0
003edccf16bc5ec447f592913b3df2b4,ab3642244247c0c638253fe68ee4c345,5c96a427e784b5e917f5a4fbf0f9e84a,ma,delivered,2018-07-07 09:02:51,1,14.0,50.85,64.85,5.0
003f201cdd39cdd59b6447cff2195456,e41d728aab3d0dff5fb070f93eb61345,770c43f54c33cbf4bc49b7f2d6576891,rj,delivered,2018-02-21 16:59:24,2,170.0,34.06,204.06,1.0
003f9bcc09427647c4b9d361a523545b,a1a6d4f18deef15fee3ad4b6f36a7ce0,1c83b776b851b057dcc32bb2fa5edbdd,sp,delivered,2018-02-06 13:06:45,1,229.0,9.8,238.8,5.0
00404fa7a687c8c44ca69d42695aae73,0c34c39c897304ff49eeade3059c4c60,095ffc730d9d2da2f12a0bec18722aae,sp,delivered,2018-05-07 22:38:21,1,99.9,0.0,99.9,5.0
0040a56893444cb56cba7cfe2225e34e,74454d0e51e0eeaaaa9b7b135469c420,89f85ff8f63aa9404d98a83cf96cd4e4,ba,delivered,2018-01-22 23:50:35,1,84.9,34.39,119.29,2.0
004157daafa0bc8672e01f00e4f0c04f,42090a79268b92ced0c591a8e63d57c2,e7aa5a5869f3e9d7d04fd3aa5f90631f,ce,delivered,2017-05-21 13:13:54,1,189.0,33.91,222.91,5.0
00418a49a685c6bb60633291c3fab17a,7d9edced80af5c9503cbf88a9e5f2a3e,3b776563843bf7cb5adb4e65296aefae,sp,delivered,2017-10-03 20:43:03,1,49.0,7.78,56.78,1.0
004345d16a1ab2c21962992c721c8643,3b723b649feb48f3cfbb9c728efb3d7d,8c07068e51d745035b296ebc1c8cd16a,go,delivered,2018-07-04 06:45:05,1,37.9,15.37,53.27,5.0
0044c6f6d22dd280534344177c81b989,24436139c80a4ae51c0e3a98469ed7d4,b2c2e2635aded82494c5be5843664b74,sp,delivered,2018-05-18 16:59:09,1,179.93,16.14,196.07,4.0
0045e3085f083f0f38d24bb3f22e6593,eb729faa993caad20442243265804a7c,5eb8cc30e45a67bdb05240e7e735967d,sp,delivered,2017-08-10 16:13:36,1,116.9,13.84,130.74,5.0
0045f5225a96ef46630701167528fdcb,e3b91047e6ca3f5e8b656750fa3d61b2,02b3bd80b9721b83c5b155ace3feede9,mg,delivered,2018-06-10 11:23:39,1,94.9,15.51,110.41,5.0
0046176ff0dbc2a178b7885355dfbb71,6cae94f1f58ab679c23ceb753967c9bf,58a7135fcd46147533c2f50747435ec2,mg,delivered,2018-05-29 19:22:17,1,121.99,15.73,137.72,5.0
0046e1d57f4c07c8c92ab26be8c3dfc0,ae55e228ded796581eccc67045516023,b0efd7adeb04d15b16edaedd11215d40,sp,delivered,2017-09-26 15:24:03,1,7.79,7.78,15.57,5.0
00471463a6106056c1a2a809f70de640,fcad74a7e0dff27c33e36cbd78280bf9,1e57acebf9849b1d7af7c21c14c1b99f,df,delivered,2017-09-21 22:00:44,1,179.99,85.97,265.96,5.0
00482f2670787292280e0a8153d82467,baa4ed05f22ffb6c4a41b71b699a492c,d4c784ecad19dfe09e63ffaf9ada82a3,mg,delivered,2017-02-13 16:18:07,1,7.6,10.96,18.56,5.0
0049edf42837aa808e03552a62bd2158,0f3a6d2c22bbdb61d02eb98f4a1e0dfb,c5cc879614b6acdf5b62db3edd062e81,rj,delivered,2017-12-30 12:33:26,1,49.9,17.6,67.5,1.0
004b62108b876867938746ad3154167f,7ddb7e4242fcc518842aade22f5bee4d,49e67d53accc3f7540aa695b147e8b05,sp,delivered,2018-07-04 20:34:26,1,110.32,8.03,118.35,5.0
004ba47bb589cdbc485e6025bd6d3c81,ab30bf72cae845f3814c7baa50ca549a,8b9c297f4874622ea42c249bba3854d7,sp,delivered,2017-12-25 20:40:15,1,49.0,11.85,60.85,5.0
004ca5ae248069d68e8594df8abf6ce0,576908744ae56c9cf061c40a434e2a24,7af7a47d87d53e6db00e70790bba0370,pa,delivered,2018-06-06 18:30:20,1,159.9,61.18,221.08,5.0
004d76fef3dd46eb4f70da049c8d1f93,e600c255f682a86dfd0c57d3b1d7417b,b96d7210632c1e88eafbf34998081f43,sp,delivered,2017-12-20 06:42:39,1,120.0,27.39,147.39,5.0
004eab0fd8f28adaf8d488976f77febe,c476ddfbabfa4624603e0b7f8e245057,5b861df2503dbc8ca307dfb7e18b300b,rj,delivered,2017-08-02 15:32:46,1,21.5,11.98,33.48,5.0
004f5d8f238e8908e6864b874eda3391,a69c820c317aa348d781a9d6732afc23,17726716a98c98a7806b43a789820245,ms,delivered,2018-02-27 12:16:30,1,122.99,15.61,138.6,3.0
004fb11815bc03b01b20a614eef69d14,9e2690a7ad4a0fd8bbf0a5b355d5e6ea,aaeafdd832692cf3b77f4eeded665088,ba,delivered,2017-11-25 13:56:55,1,72.99,19.75,92.74,5.0
004fb5e6f90a178dc74ad2b016649249,176a76443d14508cc976f1d84a44921d,31293649410caf78cd0a64bfc3ff3d78,sp,delivered,2017-06-11 09:46:11,1,129.99,13.93,143.92,5.0
005059edee63c8c708ba61910793b31b,d3b3960bebb0ff8c6edb75c8edd39212,cd6ab472aeca00c899a173ffea882881,rj,delivered,2018-02-05 18:25:51,2,184.0,35.78,219.78,3.0
00526a9d4ebde463baee25f386963ddc,5848ef3f994e18c5121d291e0daedc81,7e59d854b9bb4cbb2c85fcd93877c694,sp,delivered,2018-08-07 22:03:44,4,135.56,33.6,169.16,1.0
0055b77cca3186676c147f532dd2547b,3747cfcc18da3cff44fd440770d92d97,ec462378011c63f79ec53a2365d8e71b,rj,delivered,2018-02-19 21:47:44,1,149.0,40.37,189.37,5.0
0057199db02d1a5ef41bacbf41f8f63b,c664dc5de5b5f4184bc4ca0285b9f8fe,9a5b186787a143669398bd8083720c21,mt,delivered,2018-01-18 17:05:30,1,20.3,16.79,37.09,4.0
00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,106106992030e0d83e6f1bc9d4054070,mg,delivered,2017-05-18 20:59:24,2,359.8,30.02,389.82,5.0
00584d79015452d19fd3d044ba3abdc0,85d84596608ea7f87175ca9521ee12aa,e4c1da04e1d03a2f6f276ebcb68b8253,sp,delivered,2017-07-23 19:11:15,1,109.9,12.27,122.17,5.0
00588f5f20fee630b83d4709e0a42715,b129d989bd1940915efbdc2d239386d3,0b9779c6ddf61db3641edd60f13be109,pa,delivered,2017-08-18 16:02:24,1,89.0,25.9,114.9,1.0
005997dca4c1fc45066d0a03d54a6469,c5b44be122ce413a4517716ad9dd072e,04373f7c105c306e9bdae55e5c70163c,sp,delivered,2018-04-10 18:01:04,1,120.0,13.75,133.75,5.0
005a1dded353107dbabf8ffc83a20365,d7165639dc4a682258711343560a17d3,eac51d2355307babc49fe52bc8b7d336,mg,delivered,2018-02-09 18:00:00,1,75.0,14.28,89.28,5.0
005b49de51a4e006055e8487a50ad8e4,366c88e3ee5ed365c8529a9639c8b91c,8797820f6554668a5b835ff74cd077df,rs,delivered,2017-04-09 13:35:38,1,46.86,14.52,61.38,5.0
